S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
332,03-12-2015,Nevada,Chicken Feast,1,08:10:33,Before 9:00am,8.00
333,10-12-2015,California,Margarita,4,08:10:35,Before 9:00am,16.00
334,09-12-2015,Arizona,Extravaganza,5,08:10:37,Before 9:00am,8.00
335,06-12-2015,Arizona,Veggie Supreme,1,08:10:37,Before 9:00am,12.00
336,08-12-2015,Oregon,Veggie Supreme,1,08:10:38,Before 9:00am,12.00
337,12-12-2015,Idaho,Pepperoni Feast,2,08:10:42,Before 9:00am,16.00
338,10-12-2015,Nevada,Pepperoni Suya,5,08:10:43,Before 9:00am,12.00
339,09-12-2015,Oregon,Italiano,5,08:10:45,Before 9:00am,12.00
340,12-12-2015,Idaho,Italiano,1,08:10:49,Before 9:00am,12.00
341,06-12-2015,Idaho,Pepperoni Suya,1,08:10:54,Before 9:00am,12.00
342,07-12-2015,Idaho,Chicken Legend,5,08:10:56,Before 9:00am,8.00
343,15-12-2015,Arizona,Chicken Legend,1,08:11:00,Before 9:00am,8.00
344,10-12-2015,Idaho,Hot Veggie,5,08:11:02,Before 9:00am,16.00
345,11-12-2015,California,Pepperoni Suya,4,08:11:05,Before 9:00am,12.00
346,13-12-2015,Oregon,Veggie Supreme,5,08:11:06,Before 9:00am,12.00
347,03-12-2015,Arizona,Italiano,1,08:11:08,Before 9:00am,12.00
348,14-12-2015,Oregon,Pepperoni Feast,5,08:11:13,Before 9:00am,16.00
349,04-12-2015,Idaho,Hot Pepperoni Feast,5,08:11:13,Before 9:00am,16.00
350,10-12-2015,California,Veggie Supreme,4,08:11:14,Before 9:00am,12.00
351,10-12-2015,Arizona,Pepperoni Suya,3,08:11:15,Before 9:00am,12.00
352,12-12-2015,Nevada,Margarita,3,08:11:17,Before 9:00am,16.00
353,13-12-2015,Arizona,Veggie Supreme,2,08:11:19,Before 9:00am,12.00
354,04-12-2015,Arizona,Hot Pepperoni Feast,5,08:11:19,Before 9:00am,16.00
355,15-12-2015,California,Chicken Bali,4,08:11:19,Before 9:00am,8.00
356,03-12-2015,Nevada,Italiano,3,08:11:22,Before 9:00am,12.00
357,12-12-2015,California,Hot Veggie,4,08:11:22,Before 9:00am,16.00
358,10-12-2015,Idaho,Hot Veggie,5,08:11:23,Before 9:00am,16.00
359,10-12-2015,Arizona,Extravaganza,3,08:11:23,Before 9:00am,8.00
360,07-12-2015,Arizona,Chicken Bali,1,08:11:26,Before 9:00am,8.00
361,13-12-2015,Idaho,Hot Pepperoni Feast,5,08:11:26,Before 9:00am,16.00
362,13-12-2015,Arizona,Extravaganza,1,08:11:27,Before 9:00am,8.00
363,14-12-2015,California,Chicken Feast,4,08:11:27,Before 9:00am,8.00
364,06-12-2015,California,Margarita,3,08:11:29,Before 9:00am,16.00
365,11-12-2015,California,Chicken Legend,5,08:11:31,Before 9:00am,8.00
366,07-12-2015,Nevada,BBQ Philly Steak,1,08:11:33,Before 9:00am,16.00
367,14-12-2015,Arizona,Meatzaa,1,08:11:36,Before 9:00am,8.00
368,05-12-2015,Nevada,BBQ Philly Steak,5,08:11:40,Before 9:00am,16.00
369,06-12-2015,Oregon,Chicken Feast,4,08:11:42,Before 9:00am,8.00
370,13-12-2015,Nevada,Pepperoni Feast,2,08:11:43,Before 9:00am,16.00
371,12-12-2015,Nevada,Pepperoni Feast,1,08:11:45,Before 9:00am,16.00
372,14-12-2015,Arizona,Margarita,3,08:11:46,Before 9:00am,16.00
373,13-12-2015,Nevada,Hot Pepperoni Feast,5,08:11:46,Before 9:00am,16.00
374,15-12-2015,Oregon,Chicken Feast,1,08:11:47,Before 9:00am,8.00
375,13-12-2015,Idaho,Margarita,5,08:11:49,Before 9:00am,16.00
376,07-12-2015,Oregon,Chicken Legend,3,08:11:49,Before 9:00am,8.00
377,12-12-2015,Oregon,Veggie Supreme,2,08:11:51,Before 9:00am,12.00
378,14-12-2015,Nevada,Hot Veggie,1,08:11:55,Before 9:00am,16.00
379,15-12-2015,Nevada,Italiano,4,08:11:58,Before 9:00am,12.00
380,09-12-2015,Idaho,Margarita,5,08:11:58,Before 9:00am,16.00
381,13-12-2015,Arizona,Italiano,2,08:11:59,Before 9:00am,12.00
382,14-12-2015,Oregon,Italiano,5,08:12:02,Before 9:00am,12.00
383,04-12-2015,Idaho,Chicken Suya,5,08:12:06,Before 9:00am,16.00
384,09-12-2015,Idaho,Hot Pepperoni Feast,4,08:12:07,Before 9:00am,16.00
385,08-12-2015,Idaho,Chicken Feast,3,08:12:09,Before 9:00am,8.00
386,05-12-2015,Nevada,Chicken Feast,5,08:12:11,Before 9:00am,8.00
387,10-12-2015,California,Pepperoni Suya,3,08:12:11,Before 9:00am,12.00
388,06-12-2015,California,Pepperoni Suya,4,08:12:17,Before 9:00am,12.00
389,03-12-2015,Oregon,Chicken Legend,3,08:12:18,Before 9:00am,8.00
390,13-12-2015,Nevada,Hot Pepperoni Feast,4,08:12:18,Before 9:00am,16.00
391,08-12-2015,Nevada,Italiano,1,08:12:20,Before 9:00am,12.00
392,05-12-2015,Arizona,Veggie Supreme,2,08:12:21,Before 9:00am,12.00
393,11-12-2015,Oregon,Extravaganza,1,08:12:22,Before 9:00am,8.00
394,14-12-2015,Nevada,Veggie Supreme,4,08:12:23,Before 9:00am,12.00
395,12-12-2015,Idaho,BBQ Philly Steak,5,08:12:24,Before 9:00am,16.00
396,06-12-2015,Arizona,Beef Suya,5,08:12:27,Before 9:00am,12.00
397,11-12-2015,Oregon,Margarita,2,08:12:30,Before 9:00am,16.00
398,11-12-2015,California,BBQ Philly Steak,5,08:12:31,Before 9:00am,16.00
399,04-12-2015,Arizona,Hot Veggie,1,08:12:31,Before 9:00am,16.00
400,14-12-2015,Oregon,Hot Veggie,5,08:12:33,Before 9:00am,16.00
401,15-12-2015,Idaho,Margarita,1,08:12:35,Before 9:00am,16.00
402,07-12-2015,California,Extravaganza,1,08:12:38,Before 9:00am,8.00
403,03-12-2015,Oregon,Pepperoni Suya,4,08:12:40,Before 9:00am,12.00
404,07-12-2015,Nevada,Chicken Bali,4,08:12:44,Before 9:00am,8.00
405,06-12-2015,California,Veggie Supreme,2,08:12:45,Before 9:00am,12.00
406,10-12-2015,Idaho,Italiano,4,08:12:45,Before 9:00am,12.00
407,03-12-2015,California,Chicken Feast,5,08:12:46,Before 9:00am,8.00
408,09-12-2015,California,Meatzaa,1,08:12:47,Before 9:00am,8.00
409,08-12-2015,California,Veggie Supreme,5,08:12:50,Before 9:00am,12.00
410,05-12-2015,California,Beef Suya,4,08:12:50,Before 9:00am,12.00
411,03-12-2015,Nevada,Meatzaa,5,08:12:51,Before 9:00am,8.00
412,11-12-2015,Nevada,Chicken Legend,2,08:12:52,Before 9:00am,8.00
413,05-12-2015,Oregon,Meatzaa,4,08:12:57,Before 9:00am,8.00
414,13-12-2015,Nevada,Veggie Supreme,3,08:12:59,Before 9:00am,12.00
415,05-12-2015,Idaho,Beef Suya,3,08:12:59,Before 9:00am,12.00
416,12-12-2015,Oregon,Meatzaa,4,08:12:59,Before 9:00am,8.00
417,07-12-2015,Nevada,Veggie Supreme,1,08:13:00,Before 9:00am,12.00
418,05-12-2015,Oregon,Beef Suya,2,08:13:00,Before 9:00am,12.00
419,11-12-2015,Nevada,Beef Suya,5,08:13:01,Before 9:00am,12.00
420,04-12-2015,California,Hot Veggie,3,08:13:02,Before 9:00am,16.00
421,05-12-2015,Nevada,Chicken Bali,3,08:13:02,Before 9:00am,8.00
422,15-12-2015,California,Meatzaa,5,08:13:03,Before 9:00am,8.00
423,07-12-2015,California,Chicken Feast,2,08:13:05,Before 9:00am,8.00
424,03-12-2015,Arizona,BBQ Philly Steak,4,08:13:05,Before 9:00am,16.00
425,10-12-2015,California,Italiano,2,08:13:05,Before 9:00am,12.00
426,15-12-2015,Oregon,Pepperoni Suya,1,08:13:06,Before 9:00am,12.00
427,05-12-2015,Nevada,Meatzaa,2,08:13:06,Before 9:00am,8.00
428,09-12-2015,Nevada,Beef Suya,2,08:13:07,Before 9:00am,12.00
429,04-12-2015,Oregon,Meatzaa,5,08:13:07,Before 9:00am,8.00
430,11-12-2015,Nevada,Chicken Suya,2,08:13:11,Before 9:00am,16.00
431,05-12-2015,Idaho,Chicken Bali,4,08:13:18,Before 9:00am,8.00
432,15-12-2015,Arizona,Chicken Legend,4,08:13:20,Before 9:00am,8.00
433,14-12-2015,California,Chicken Legend,1,08:13:22,Before 9:00am,8.00
434,09-12-2015,Nevada,Pepperoni Feast,5,08:13:23,Before 9:00am,16.00
435,15-12-2015,California,Chicken Feast,3,08:13:26,Before 9:00am,8.00
436,05-12-2015,Nevada,Chicken Suya,4,08:13:28,Before 9:00am,16.00
437,04-12-2015,California,Beef Suya,3,08:13:35,Before 9:00am,12.00
438,07-12-2015,Nevada,Chicken Legend,1,08:13:37,Before 9:00am,8.00
439,09-12-2015,Oregon,Italiano,3,08:13:38,Before 9:00am,12.00
440,10-12-2015,Oregon,BBQ Philly Steak,5,08:13:40,Before 9:00am,16.00
441,10-12-2015,California,Margarita,3,08:13:50,Before 9:00am,16.00
442,10-12-2015,Arizona,Meatzaa,3,08:13:51,Before 9:00am,8.00
443,06-12-2015,California,Chicken Bali,4,08:13:53,Before 9:00am,8.00
444,15-12-2015,California,Hot Veggie,2,08:13:57,Before 9:00am,16.00
445,10-12-2015,Nevada,Pepperoni Suya,3,08:13:57,Before 9:00am,12.00
446,03-12-2015,California,Pepperoni Feast,4,08:13:59,Before 9:00am,16.00
447,04-12-2015,Idaho,Veggie Supreme,5,08:14:00,Before 9:00am,12.00
448,11-12-2015,Oregon,BBQ Philly Steak,2,08:14:02,Before 9:00am,16.00
449,06-12-2015,Oregon,BBQ Philly Steak,1,08:14:03,Before 9:00am,16.00
450,08-12-2015,Idaho,Chicken Bali,3,08:14:03,Before 9:00am,8.00
451,12-12-2015,Oregon,Chicken Legend,1,08:14:05,Before 9:00am,8.00
452,05-12-2015,Oregon,Chicken Suya,3,08:14:06,Before 9:00am,16.00
453,09-12-2015,Arizona,Pepperoni Feast,1,08:14:11,Before 9:00am,16.00
454,11-12-2015,California,Chicken Legend,1,08:14:13,Before 9:00am,8.00
455,12-12-2015,California,Extravaganza,5,08:14:14,Before 9:00am,8.00
456,06-12-2015,California,Hot Pepperoni Feast,2,08:14:15,Before 9:00am,16.00
457,04-12-2015,Nevada,Extravaganza,3,08:14:21,Before 9:00am,8.00
458,12-12-2015,California,Extravaganza,2,08:14:23,Before 9:00am,8.00
459,08-12-2015,Idaho,Chicken Suya,3,08:14:23,Before 9:00am,16.00
460,13-12-2015,Arizona,Pepperoni Feast,3,08:14:29,Before 9:00am,16.00
461,10-12-2015,Oregon,Veggie Supreme,3,08:14:33,Before 9:00am,12.00
462,04-12-2015,Arizona,Pepperoni Suya,5,08:14:36,Before 9:00am,12.00
463,06-12-2015,Oregon,Extravaganza,2,08:14:47,Before 9:00am,8.00
464,04-12-2015,Arizona,Meatzaa,4,08:14:53,Before 9:00am,8.00
465,06-12-2015,Arizona,Extravaganza,1,08:14:55,Before 9:00am,8.00
466,07-12-2015,Nevada,Meatzaa,2,08:14:58,Before 9:00am,8.00
467,14-12-2015,Nevada,Chicken Bali,1,08:14:58,Before 9:00am,8.00
468,06-12-2015,Oregon,Hot Veggie,5,08:15:00,Before 9:00am,16.00
469,15-12-2015,Arizona,BBQ Chicken,3,08:15:02,Before 9:00am,16.00
470,03-12-2015,California,Beef Suya,4,08:15:04,Before 9:00am,12.00
471,13-12-2015,Idaho,Beef Suya,1,08:15:04,Before 9:00am,12.00
472,07-12-2015,Nevada,Pepperoni Feast,4,08:15:08,Before 9:00am,16.00
473,12-12-2015,Oregon,Hot Pepperoni Feast,3,08:15:12,Before 9:00am,16.00
474,14-12-2015,California,Beef Suya,2,08:15:14,Before 9:00am,12.00
475,11-12-2015,California,Meatzaa,3,08:15:18,Before 9:00am,8.00
476,11-12-2015,California,Pepperoni Feast,2,08:15:18,Before 9:00am,16.00
477,05-12-2015,California,Margarita,5,08:15:21,Before 9:00am,16.00
478,05-12-2015,Nevada,BBQ Philly Steak,2,08:15:24,Before 9:00am,16.00
479,11-12-2015,California,Italiano,2,08:15:24,Before 9:00am,12.00
480,08-12-2015,Oregon,Chicken Legend,2,08:15:25,Before 9:00am,8.00
481,12-12-2015,California,Beef Suya,4,08:15:30,Before 9:00am,12.00
482,10-12-2015,California,Chicken Suya,4,08:15:31,Before 9:00am,16.00
483,13-12-2015,Nevada,Italiano,5,08:15:36,Before 9:00am,12.00
484,09-12-2015,California,Meatzaa,4,08:15:36,Before 9:00am,8.00
485,11-12-2015,Idaho,Beef Suya,3,08:15:38,Before 9:00am,12.00
486,13-12-2015,Nevada,Chicken Feast,2,08:15:39,Before 9:00am,8.00
487,09-12-2015,Arizona,Chicken Feast,3,08:15:39,Before 9:00am,8.00
488,08-12-2015,Arizona,Hot Veggie,4,08:15:45,Before 9:00am,16.00
489,14-12-2015,Oregon,Chicken Suya,5,08:15:47,Before 9:00am,16.00
490,05-12-2015,Arizona,Veggie Supreme,2,08:15:48,Before 9:00am,12.00
491,12-12-2015,Nevada,Hot Veggie,4,08:15:51,Before 9:00am,16.00
492,04-12-2015,Nevada,Pepperoni Suya,4,08:15:52,Before 9:00am,12.00
493,03-12-2015,California,Chicken Suya,5,08:15:54,Before 9:00am,16.00
494,09-12-2015,California,Meatzaa,1,08:15:57,Before 9:00am,8.00
495,05-12-2015,Oregon,Chicken Feast,1,08:15:59,Before 9:00am,8.00
496,15-12-2015,Nevada,Pepperoni Feast,5,08:16:07,Before 9:00am,16.00
497,04-12-2015,Arizona,Hot Pepperoni Feast,3,08:16:10,Before 9:00am,16.00
498,06-12-2015,California,Pepperoni Suya,4,08:16:10,Before 9:00am,12.00
499,07-12-2015,Oregon,Chicken Suya,5,08:16:13,Before 9:00am,16.00
500,03-12-2015,Nevada,Pepperoni Feast,2,08:16:16,Before 9:00am,16.00
501,06-12-2015,Idaho,Hot Veggie,5,08:16:17,Before 9:00am,16.00
502,14-12-2015,California,Veggie Supreme,4,08:16:19,Before 9:00am,12.00
503,06-12-2015,Idaho,Hot Pepperoni Feast,5,08:16:19,Before 9:00am,16.00
504,09-12-2015,Arizona,Chicken Suya,1,08:16:20,Before 9:00am,16.00
505,13-12-2015,Oregon,Chicken Suya,4,08:16:21,Before 9:00am,16.00
506,05-12-2015,Nevada,Veggie Supreme,2,08:16:21,Before 9:00am,12.00
507,06-12-2015,Arizona,Veggie Supreme,3,08:16:22,Before 9:00am,12.00
508,10-12-2015,Nevada,Hot Pepperoni Feast,1,08:16:25,Before 9:00am,16.00
509,10-12-2015,California,Hot Veggie,2,08:16:29,Before 9:00am,16.00
510,14-12-2015,Oregon,Chicken Legend,2,08:16:35,Before 9:00am,8.00
511,05-12-2015,Nevada,Meatzaa,5,08:16:36,Before 9:00am,8.00
512,05-12-2015,Arizona,Chicken Suya,3,08:16:36,Before 9:00am,16.00
513,13-12-2015,Arizona,Pepperoni Suya,5,08:16:36,Before 9:00am,12.00
514,14-12-2015,Idaho,Chicken Bali,5,08:16:38,Before 9:00am,8.00
515,06-12-2015,Oregon,Margarita,1,08:16:43,Before 9:00am,16.00
516,03-12-2015,Nevada,BBQ Chicken,1,08:16:43,Before 9:00am,16.00
517,06-12-2015,Arizona,Pepperoni Suya,1,08:16:44,Before 9:00am,12.00
518,05-12-2015,Arizona,Pepperoni Suya,2,08:16:46,Before 9:00am,12.00
519,05-12-2015,Nevada,Italiano,4,08:16:49,Before 9:00am,12.00
520,06-12-2015,Idaho,Chicken Feast,1,08:16:54,Before 9:00am,8.00
521,05-12-2015,Nevada,Italiano,4,08:16:55,Before 9:00am,12.00
522,14-12-2015,Arizona,Pepperoni Feast,3,08:16:58,Before 9:00am,16.00
523,05-12-2015,Nevada,BBQ Philly Steak,2,08:17:06,Before 9:00am,16.00
524,06-12-2015,Idaho,Veggie Supreme,3,08:17:08,Before 9:00am,12.00
525,03-12-2015,California,Hot Veggie,1,08:17:09,Before 9:00am,16.00
526,13-12-2015,Arizona,Pepperoni Feast,4,08:17:11,Before 9:00am,16.00
527,06-12-2015,Nevada,Hot Veggie,5,08:17:12,Before 9:00am,16.00
528,05-12-2015,California,Chicken Feast,4,08:17:16,Before 9:00am,8.00
529,08-12-2015,Nevada,Chicken Suya,1,08:17:21,Before 9:00am,16.00
530,15-12-2015,California,Margarita,2,08:17:21,Before 9:00am,16.00
531,13-12-2015,Idaho,Hot Veggie,3,08:17:23,Before 9:00am,16.00
532,07-12-2015,Oregon,BBQ Chicken,1,08:17:23,Before 9:00am,16.00
533,09-12-2015,Idaho,Chicken Feast,2,08:17:28,Before 9:00am,8.00
534,08-12-2015,Nevada,Margarita,5,08:17:29,Before 9:00am,16.00
535,06-12-2015,Oregon,Hot Pepperoni Feast,3,08:17:30,Before 9:00am,16.00
536,09-12-2015,Nevada,Pepperoni Suya,5,08:17:31,Before 9:00am,12.00
537,03-12-2015,Arizona,BBQ Philly Steak,5,08:17:31,Before 9:00am,16.00
538,05-12-2015,California,Chicken Feast,3,08:17:33,Before 9:00am,8.00
539,12-12-2015,Nevada,Extravaganza,3,08:17:34,Before 9:00am,8.00
540,08-12-2015,Nevada,Hot Pepperoni Feast,3,08:17:35,Before 9:00am,16.00
541,14-12-2015,California,Chicken Suya,1,08:17:35,Before 9:00am,16.00
542,07-12-2015,California,BBQ Philly Steak,5,08:17:36,Before 9:00am,16.00
543,10-12-2015,Oregon,Margarita,5,08:17:37,Before 9:00am,16.00
544,14-12-2015,Arizona,Pepperoni Feast,2,08:17:38,Before 9:00am,16.00
545,10-12-2015,Idaho,BBQ Chicken,2,08:17:39,Before 9:00am,16.00
546,13-12-2015,California,Extravaganza,2,08:17:41,Before 9:00am,8.00
547,06-12-2015,California,Chicken Feast,1,08:17:43,Before 9:00am,8.00
548,13-12-2015,California,Hot Veggie,5,08:17:53,Before 9:00am,16.00
549,14-12-2015,California,Chicken Feast,1,08:17:56,Before 9:00am,8.00
550,08-12-2015,California,Pepperoni Feast,1,08:17:59,Before 9:00am,16.00
551,15-12-2015,Nevada,Meatzaa,5,08:18:02,Before 9:00am,8.00
552,03-12-2015,Nevada,Extravaganza,3,08:18:02,Before 9:00am,8.00
553,05-12-2015,Arizona,Chicken Legend,4,08:18:03,Before 9:00am,8.00
554,14-12-2015,Oregon,BBQ Chicken,2,08:18:03,Before 9:00am,16.00
555,12-12-2015,Nevada,Veggie Supreme,5,08:18:05,Before 9:00am,12.00
556,14-12-2015,California,BBQ Philly Steak,1,08:18:06,Before 9:00am,16.00
557,09-12-2015,Idaho,Hot Veggie,3,08:18:08,Before 9:00am,16.00
558,04-12-2015,Nevada,Italiano,4,08:18:08,Before 9:00am,12.00
559,10-12-2015,Idaho,Chicken Bali,5,08:18:11,Before 9:00am,8.00
560,07-12-2015,Oregon,Italiano,2,08:18:11,Before 9:00am,12.00
561,15-12-2015,Arizona,Pepperoni Suya,3,08:18:11,Before 9:00am,12.00
562,03-12-2015,California,Meatzaa,1,08:18:16,Before 9:00am,8.00
563,15-12-2015,Arizona,Pepperoni Feast,3,08:18:17,Before 9:00am,16.00
564,09-12-2015,California,Beef Suya,1,08:18:19,Before 9:00am,12.00
565,07-12-2015,Idaho,BBQ Philly Steak,3,08:18:19,Before 9:00am,16.00
566,04-12-2015,Nevada,Hot Veggie,1,08:18:22,Before 9:00am,16.00
567,07-12-2015,Oregon,Meatzaa,2,08:18:24,Before 9:00am,8.00
568,14-12-2015,California,Chicken Feast,3,08:18:32,Before 9:00am,8.00
569,14-12-2015,California,Italiano,3,08:18:32,Before 9:00am,12.00
570,07-12-2015,California,Margarita,2,08:18:34,Before 9:00am,16.00
571,12-12-2015,Oregon,Chicken Suya,3,08:18:34,Before 9:00am,16.00
572,13-12-2015,Arizona,Hot Pepperoni Feast,3,08:18:36,Before 9:00am,16.00
573,05-12-2015,Arizona,Pepperoni Suya,5,08:18:38,Before 9:00am,12.00
574,06-12-2015,Nevada,Pepperoni Suya,3,08:18:39,Before 9:00am,12.00
575,04-12-2015,Oregon,Chicken Suya,4,08:18:42,Before 9:00am,16.00
576,14-12-2015,California,Veggie Supreme,5,08:18:43,Before 9:00am,12.00
577,10-12-2015,Idaho,Veggie Supreme,5,08:18:45,Before 9:00am,12.00
578,13-12-2015,California,Margarita,3,08:18:46,Before 9:00am,16.00
579,11-12-2015,Arizona,Extravaganza,1,08:18:46,Before 9:00am,8.00
580,14-12-2015,California,Chicken Legend,5,08:18:48,Before 9:00am,8.00
581,08-12-2015,Arizona,Pepperoni Suya,2,08:18:49,Before 9:00am,12.00
582,09-12-2015,Nevada,BBQ Chicken,1,08:18:52,Before 9:00am,16.00
583,13-12-2015,Arizona,Pepperoni Suya,3,08:18:52,Before 9:00am,12.00
584,11-12-2015,Idaho,Chicken Feast,2,08:18:55,Before 9:00am,8.00
585,08-12-2015,Arizona,Hot Veggie,4,08:18:57,Before 9:00am,16.00
586,05-12-2015,Oregon,Chicken Legend,5,08:19:01,Before 9:00am,8.00
587,09-12-2015,Idaho,Chicken Suya,5,08:19:01,Before 9:00am,16.00
588,09-12-2015,California,BBQ Philly Steak,5,08:19:02,Before 9:00am,16.00
589,06-12-2015,Idaho,Margarita,2,08:19:03,Before 9:00am,16.00
590,14-12-2015,California,Hot Veggie,1,08:19:05,Before 9:00am,16.00
591,06-12-2015,Nevada,BBQ Philly Steak,5,08:19:07,Before 9:00am,16.00
592,05-12-2015,California,Chicken Bali,5,08:19:07,Before 9:00am,8.00
593,08-12-2015,Nevada,Chicken Legend,2,08:19:09,Before 9:00am,8.00
594,03-12-2015,Nevada,Meatzaa,1,08:19:12,Before 9:00am,8.00
595,03-12-2015,Nevada,Beef Suya,2,08:19:14,Before 9:00am,12.00
596,09-12-2015,California,Hot Veggie,4,08:19:14,Before 9:00am,16.00
597,04-12-2015,Oregon,Hot Pepperoni Feast,5,08:19:14,Before 9:00am,16.00
598,14-12-2015,Arizona,BBQ Philly Steak,5,08:19:14,Before 9:00am,16.00
599,10-12-2015,Nevada,Hot Veggie,1,08:19:15,Before 9:00am,16.00
600,05-12-2015,Idaho,Chicken Feast,2,08:19:17,Before 9:00am,8.00
601,12-12-2015,Arizona,Pepperoni Suya,4,08:19:19,Before 9:00am,12.00
602,10-12-2015,Nevada,Pepperoni Suya,4,08:19:20,Before 9:00am,12.00
603,05-12-2015,California,Meatzaa,4,08:19:24,Before 9:00am,8.00
604,06-12-2015,Oregon,Hot Pepperoni Feast,1,08:19:27,Before 9:00am,16.00
605,11-12-2015,California,Extravaganza,3,08:19:28,Before 9:00am,8.00
606,11-12-2015,Nevada,Extravaganza,2,08:19:29,Before 9:00am,8.00
607,14-12-2015,Idaho,Hot Pepperoni Feast,2,08:19:29,Before 9:00am,16.00
608,08-12-2015,Idaho,BBQ Chicken,4,08:19:31,Before 9:00am,16.00
609,14-12-2015,Idaho,BBQ Philly Steak,5,08:19:31,Before 9:00am,16.00
610,05-12-2015,Nevada,Chicken Bali,2,08:19:34,Before 9:00am,8.00
611,12-12-2015,Nevada,Meatzaa,3,08:19:34,Before 9:00am,8.00
612,09-12-2015,Idaho,Italiano,2,08:19:37,Before 9:00am,12.00
613,06-12-2015,California,Veggie Supreme,3,08:19:38,Before 9:00am,12.00
614,08-12-2015,Nevada,BBQ Chicken,1,08:19:38,Before 9:00am,16.00
615,14-12-2015,Arizona,Chicken Feast,4,08:19:42,Before 9:00am,8.00
616,06-12-2015,California,Margarita,4,08:19:50,Before 9:00am,16.00
617,10-12-2015,California,Italiano,3,08:19:52,Before 9:00am,12.00
618,14-12-2015,Nevada,Chicken Legend,4,08:19:53,Before 9:00am,8.00
619,06-12-2015,Arizona,Hot Pepperoni Feast,4,08:19:53,Before 9:00am,16.00
620,10-12-2015,Arizona,Pepperoni Suya,3,08:19:54,Before 9:00am,12.00
621,03-12-2015,Oregon,Beef Suya,1,08:19:56,Before 9:00am,12.00
622,09-12-2015,Nevada,BBQ Philly Steak,2,08:19:56,Before 9:00am,16.00
623,14-12-2015,Oregon,Margarita,2,08:19:57,Before 9:00am,16.00
624,15-12-2015,California,Chicken Bali,3,08:19:58,Before 9:00am,8.00
625,15-12-2015,California,Meatzaa,2,08:19:59,Before 9:00am,8.00
626,12-12-2015,Idaho,Hot Pepperoni Feast,2,08:20:01,Before 9:00am,16.00
627,12-12-2015,California,Veggie Supreme,4,08:20:01,Before 9:00am,12.00
628,15-12-2015,Oregon,Chicken Feast,3,08:20:02,Before 9:00am,8.00
629,08-12-2015,Arizona,Hot Pepperoni Feast,1,08:20:03,Before 9:00am,16.00
630,13-12-2015,Idaho,Chicken Bali,1,08:20:04,Before 9:00am,8.00
631,11-12-2015,Oregon,Chicken Legend,4,08:20:08,Before 9:00am,8.00
632,05-12-2015,Arizona,Extravaganza,4,08:20:09,Before 9:00am,8.00
633,15-12-2015,California,Chicken Suya,5,08:20:13,Before 9:00am,16.00
634,04-12-2015,California,Chicken Legend,2,08:20:14,Before 9:00am,8.00
635,11-12-2015,Nevada,Veggie Supreme,5,08:20:19,Before 9:00am,12.00
636,14-12-2015,Nevada,Pepperoni Suya,5,08:20:20,Before 9:00am,12.00
637,12-12-2015,Arizona,Italiano,5,08:20:20,Before 9:00am,12.00
638,03-12-2015,Arizona,BBQ Philly Steak,5,08:20:20,Before 9:00am,16.00
639,10-12-2015,California,Hot Pepperoni Feast,2,08:20:21,Before 9:00am,16.00
640,14-12-2015,Idaho,Chicken Legend,3,08:20:22,Before 9:00am,8.00
641,04-12-2015,Arizona,Chicken Feast,1,08:20:28,Before 9:00am,8.00
642,12-12-2015,California,BBQ Chicken,2,08:20:28,Before 9:00am,16.00
643,06-12-2015,Nevada,Hot Pepperoni Feast,3,08:20:29,Before 9:00am,16.00
644,06-12-2015,California,Hot Veggie,2,08:20:29,Before 9:00am,16.00
645,13-12-2015,Oregon,Veggie Supreme,3,08:20:31,Before 9:00am,12.00
646,03-12-2015,Oregon,Hot Veggie,1,08:20:32,Before 9:00am,16.00
647,07-12-2015,Idaho,Veggie Supreme,5,08:20:33,Before 9:00am,12.00
648,13-12-2015,Idaho,Chicken Suya,2,08:20:41,Before 9:00am,16.00
649,12-12-2015,Arizona,Chicken Feast,2,08:20:41,Before 9:00am,8.00
650,07-12-2015,Arizona,Meatzaa,3,08:20:42,Before 9:00am,8.00
651,03-12-2015,Arizona,Chicken Feast,1,08:20:42,Before 9:00am,8.00
652,12-12-2015,California,Chicken Bali,1,08:20:43,Before 9:00am,8.00
653,03-12-2015,Arizona,Italiano,2,08:20:43,Before 9:00am,12.00
654,11-12-2015,Oregon,Veggie Supreme,1,08:20:43,Before 9:00am,12.00
655,14-12-2015,Idaho,Chicken Feast,2,08:20:44,Before 9:00am,8.00
656,13-12-2015,Idaho,Beef Suya,3,08:20:44,Before 9:00am,12.00
657,03-12-2015,California,Chicken Suya,5,08:20:44,Before 9:00am,16.00
658,14-12-2015,Oregon,Beef Suya,4,08:20:46,Before 9:00am,12.00
659,12-12-2015,Arizona,BBQ Philly Steak,4,08:20:47,Before 9:00am,16.00
660,10-12-2015,California,Chicken Suya,1,08:20:47,Before 9:00am,16.00
661,13-12-2015,Arizona,Margarita,2,08:20:48,Before 9:00am,16.00
662,06-12-2015,Arizona,Chicken Suya,2,08:20:54,Before 9:00am,16.00
663,13-12-2015,Arizona,Hot Pepperoni Feast,5,08:20:54,Before 9:00am,16.00
